,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast
199,mobile,2.3499999046325684,2.0,1.0,19.0,2.0,6.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,14.0,20.0,0.0,2.0,,,6.0,3.0,0.0,1.0,,10.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,study
200,pc/laptop,,,2.0,29.0,2.0,6.0,4.0,3.0,,,,4.0,,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,10.0,complex
201,pc/laptop,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complex
202,pc/laptop,,,,,,6.0,,,,,,,,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,complex
203,pc/laptop,,10.0,5.0,,2.0,6.0,4.0,4.0,3.0,4.0,1.0,1.0,,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,20.0,30.0,15.0,8.0,6.0,,0.0,5.0,5.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,study
204,pc/laptop,2.200000047683716,4.0,1.0,20.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,12.0,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,3.0,5.0,complex
205,pc/laptop,,,,,,5.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,complex
206,pc/laptop,,,1.0,23.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,complex
207,pc/laptop,,1.0,3.0,34.0,2.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,,,,,,,2.0,0.0,10.0,2.0,0.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,15.0,complex
208,mobile,,4.0,1.0,22.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,20.0,30.0,,,,,20.0,30.0,0.0,3.0,4.0,54.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,complex
209,pc/laptop,4.0,2.0,1.0,26.0,1.0,7.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,6.0,0.0,0.0,13.0,1.0,,0.0,0.0,0.0,13.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,study
210,pc/laptop,1.2999999523162842,10.0,2.0,23.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,complex
211,pc/laptop,,2.0,1.0,20.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,10.0,,0.0,10.0,,,0.0,2.0,0.0,0.0,12.0,10.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,complex
212,pc/laptop,,,1.0,25.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,complex
213,tablet,,,2.0,,,5.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,1.0,3.0,1.0,2.0,2.0,2.0,10.0,complex
214,pc/laptop,,8.0,1.0,25.0,2.0,7.0,4.0,3.0,2.0,4.0,1.0,1.0,3.0,,,3.0,,1.0,3.0,3.0,2.0,16.0,18.0,17.0,,,,2.0,4.0,6.0,,,,3.0,2.0,3.0,2.0,2.0,1.0,2.0,7.0,study
215,mobile,2.299999952316284,7.0,2.0,24.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,14.0,,,,,,4.0,6.0,0.0,0.5,4.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,complex
216,mobile,,3.0,3.0,22.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,8.0,16.0,20.0,10.0,10.0,,0.0,4.0,10.0,2.0,2.0,6.0,,1.0,1.0,3.0,3.0,2.0,1.0,3.0,study
217,mobile,2.4000000953674316,4.0,1.0,21.0,1.0,7.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,12.0,,,,,,4.0,3.0,0.0,1.0,3.0,12.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,7.0,complex
218,pc/laptop,,,,,,6.0,2.0,2.0,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complex
219,tablet,,6.0,3.0,27.0,1.0,7.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,,,,,,1.5,14.0,0.0,1.0,0.0,7.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,complex
220,mobile,,2.0,3.0,26.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,10.0,40.0,9.0,10.0,6.0,,4.0,5.0,0.0,1.5,3.0,7.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,10.0,study
221,mobile,1.600000023841858,14.0,2.0,28.0,1.0,5.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,10.0,8.0,10.0,4.0,,,0.0,0.0,9.0,0.0,4.0,7.5,3.0,2.0,1.0,2.0,2.0,3.0,2.0,8.0,study
222,mobile,,8.0,1.0,22.0,1.0,7.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0,20.0,14.0,,,0.0,0.0,8.0,2.0,0.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,7.0,work
223,mobile,2.200000047683716,6.0,1.0,26.0,2.0,7.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,,,,,,0.0,0.0,5.0,3.0,8.0,8.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,12.0,complex
224,pc/laptop,,8.0,3.0,25.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,10.0,10.0,0.0,1.0,10.0,,0.0,6.0,0.0,0.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,study
225,pc/laptop,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complex
226,pc/laptop,,8.0,1.0,23.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,2.0,6.0,4.0,,6.0,,,2.0,8.0,,1.0,3.0,8.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,10.0,complex
227,mobile,,2.0,3.0,18.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,28.0,,,,,,2.0,5.0,0.0,2.0,0.0,5.0,,2.0,3.0,1.0,3.0,1.0,1.0,15.0,complex
228,pc/laptop,,,,,,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,complex
229,pc/laptop,,,,,,6.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,,4.0,2.0,4.0,20.0,15.0,12.0,1.0,5.0,,,,,,,,,,,,,,,,study
230,pc/laptop,,4.0,3.0,20.0,2.0,6.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,30.0,40.0,0.0,4.0,5.0,,6.0,2.0,0.0,1.0,1.0,8.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,5.0,study
231,pc/laptop,,,,,,2.0,,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,complex
232,pc/laptop,,8.0,2.0,23.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,10.0,,10.0,2.0,,,4.0,2.0,,,1.0,8.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,8.0,complex
233,pc/laptop,2.4000000953674316,4.0,1.0,28.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,14.0,10.0,0.0,4.0,,,2.0,5.0,0.0,0.0,0.0,7.5,3.0,2.0,2.0,,1.0,1.0,1.0,7.0,study
234,pc/laptop,,10.0,2.0,26.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,8.0,complex
235,pc/laptop,,,,,,5.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,complex
236,mobile,,6.0,1.0,22.0,2.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,15.0,20.0,13.0,3.0,5.0,,2.0,2.0,0.0,2.0,4.0,14.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,study
237,pc/laptop,3.0299999713897705,8.0,1.0,24.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,0.0,1.5,0.0,4.5,0.0,,0.0,0.0,0.0,1.0,0.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,study
238,pc/laptop,2.0999999046325684,8.0,2.0,23.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,6.0,2.0,0.0,0.5,8.0,7.5,3.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,complex
239,tablet,,,,,,4.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,6.0,2.0,,2.0,,,,,,,,,,,,,,,,,complex
240,pc/laptop,,2.0,3.0,19.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,1.2000000476837158,0.5,4.0,10.0,0.0,0.0,0.0,0.0,14.0,10.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,6.0,study
241,pc/laptop,,4.0,3.0,20.0,2.0,6.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,20.0,20.0,0.0,3.0,5.0,10.0,8.0,2.0,0.0,0.0,3.0,8.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,study
242,pc/laptop,,2.0,1.0,19.0,2.0,5.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,12.0,14.0,0.0,4.0,49.0,14.5,2.0,0.5,0.0,1.0,14.0,7.5,3.0,2.0,1.0,3.0,2.0,3.0,1.0,11.0,study
243,tablet,,6.0,1.0,23.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,6.0,6.0,6.0,18.0,0.0,0.0,0.0,4.0,12.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study
244,pc/laptop,2.5,8.0,1.0,23.0,2.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,0.0,5.0,0.0,10.0,0.0,20.0,0.0,2.0,0.0,2.0,0.0,10.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0,study
245,mobile,,4.0,3.0,20.0,1.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,6.0,22.0,5.0,5.0,20.0,1.5,1.5,7.0,1.0,3.0,10.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,6.0,work
246,pc/laptop,2.0,3.0,1.0,20.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,18.0,5.0,0.0,3.0,6.0,24.0,4.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,study
247,pc/laptop,,2.0,3.0,18.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,18.0,4.0,11.0,1.0,4.0,24.0,2.0,0.0,0.0,0.5,4.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,10.0,study
248,pc/laptop,,10.0,3.0,28.0,2.0,7.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,48.0,20.0,0.0,24.0,24.0,24.0,12.0,4.0,0.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,7.0,study
249,pc/laptop,,4.0,3.0,19.0,2.0,6.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,20.0,25.0,0.0,7.0,10.0,28.0,3.0,4.0,0.0,2.0,4.0,7.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,10.0,study
250,pc/laptop,,10.0,3.0,24.0,1.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,12.0,24.0,10.0,12.0,4.0,28.0,5.0,8.0,0.0,2.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,study
251,pc/laptop,2.0,6.0,1.0,19.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,6.5,10.0,13.5,14.0,5.0,28.0,4.5,2.0,3.5,2.0,0.0,7.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,15.0,study
252,pc/laptop,2.4000000953674316,8.0,1.0,23.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,,4.0,2.0,2.0,3.0,1.0,4.0,60.0,0.0,4.0,10.0,28.0,0.0,8.0,0.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,7.0,study
253,pc/laptop,,3.0,6.0,27.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,4.0,10.0,20.0,40.0,20.0,5.0,29.0,0.0,0.0,4.0,1.5,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,work
254,mobile,2.0999999046325684,4.0,1.0,23.0,1.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,20.0,10.0,12.0,4.0,4.5,30.0,4.0,1.0,3.0,1.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,8.0,study
255,pc/laptop,2.0,10.0,2.0,24.0,1.0,5.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,7.0,7.0,10.0,30.0,3.0,0.0,6.0,1.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,study
256,pc/laptop,,6.0,3.0,22.0,2.0,6.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,38.0,60.0,8.0,20.0,20.0,30.0,10.0,13.0,0.0,2.0,0.5,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,10.0,study
257,pc/laptop,2.0999999046325684,6.0,1.0,22.0,1.0,6.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,3.0,2.0,6.0,8.0,3.0,20.0,30.0,0.0,1.0,8.0,1.0,4.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,complex
258,pc/laptop,2.5,6.0,1.0,23.0,2.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,22.0,8.0,21.0,2.0,12.0,30.0,9.0,2.0,0.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,15.0,study
259,pc/laptop,3.0,11.0,2.0,36.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,8.0,30.0,5.0,5.0,30.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,work
260,mobile,2.0,4.0,1.0,21.0,2.0,5.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,17.0,10.0,16.0,10.0,12.0,30.0,8.0,2.0,0.0,1.0,4.0,9.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,15.0,study
261,pc/laptop,3.5,4.0,1.0,21.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,24.0,10.0,0.0,0.0,14.0,30.0,0.0,0.0,0.0,0.0,10.0,11.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,study
262,pc/laptop,,13.0,5.0,25.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,20.0,15.0,0.0,6.0,20.0,30.0,8.0,4.0,0.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,8.0,study
263,pc/laptop,,2.0,2.0,29.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,15.0,40.0,19.0,6.0,10.0,30.0,4.0,5.0,9.0,0.5,0.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,10.0,study
264,pc/laptop,,4.0,4.0,21.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,16.0,20.0,4.5,2.0,8.0,30.0,6.0,2.0,2.0,1.0,0.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,10.0,study
265,pc/laptop,2.0999999046325684,12.0,2.0,25.0,2.0,6.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,10.0,20.0,10.0,10.0,30.0,0.0,0.0,8.0,3.0,4.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,work
266,pc/laptop,2.200000047683716,6.0,1.0,23.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,20.0,8.0,10.0,30.0,0.0,0.0,0.0,1.0,1.0,14.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,work
267,pc/laptop,,17.0,5.0,30.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,40.0,10.0,9.0,2.0,6.0,30.0,8.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,10.0,study
268,tablet,,8.0,4.0,25.0,2.0,6.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,30.0,20.0,20.0,10.0,30.0,3.0,1.0,0.0,1.0,4.0,8.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,8.0,study
269,tablet,,8.0,3.0,23.0,2.0,5.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,10.0,2.0,16.0,2.0,3.0,30.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,work
270,pc/laptop,,2.0,3.0,18.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,34.0,15.0,0.0,2.0,20.0,30.0,10.0,6.0,0.0,0.0,3.0,7.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,study
271,pc/laptop,,20.0,4.0,35.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,6.0,10.0,0.0,30.0,5.0,30.0,0.0,2.0,0.0,10.0,0.0,8.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,15.0,study
272,mobile,,,1.0,23.0,1.0,6.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,20.0,10.0,24.0,15.0,10.0,30.0,2.0,4.0,8.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,,study
273,pc/laptop,,6.0,3.0,31.0,2.0,7.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,25.0,50.0,0.0,2.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,study
274,pc/laptop,3.0,4.0,1.0,20.0,2.0,7.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,13.5,6.0,0.0,1.0,55.0,30.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,study
275,mobile,,,,,,5.0,3.0,4.0,2.0,4.0,3.0,,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,1.5,10.0,30.0,,,,,,,,,,,,,,,work
276,pc/laptop,,,2.0,28.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.0,15.0,0.0,20.0,20.0,30.0,0.0,2.0,0.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,study
277,pc/laptop,,2.0,3.0,26.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,10.0,5.0,20.0,2.0,4.0,30.0,2.0,0.5,5.0,0.0,1.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,work
278,pc/laptop,,5.0,6.0,31.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,30.0,0.0,5.0,10.0,30.0,1.0,6.0,0.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,10.0,study
279,mobile,,4.0,1.0,21.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,20.0,20.0,20.0,5.0,3.0,30.0,6.0,2.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,study
280,pc/laptop,,4.0,1.0,20.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,22.0,4.0,0.0,6.0,20.0,32.0,0.0,10.0,0.0,4.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,10.0,study
281,tablet,2.9000000953674316,4.0,1.0,21.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,22.0,3.0,16.0,5.0,6.0,32.0,2.0,0.5,7.0,0.5,1.0,6.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,7.0,study
282,pc/laptop,2.200000047683716,10.0,2.0,25.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,11.0,4.0,0.0,4.0,24.0,32.0,0.0,5.0,0.0,1.0,5.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,20.0,study
283,pc/laptop,,2.0,3.0,19.0,2.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,23.0,30.0,0.0,8.0,8.0,32.0,4.0,5.0,0.0,1.5,1.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,10.0,study
284,mobile,,8.0,3.0,24.0,1.0,7.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,40.0,4.0,2.0,20.0,35.0,,,,,,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,10.0,study
285,mobile,,6.0,3.0,22.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,16.0,16.0,6.0,5.0,4.0,35.0,6.0,0.0,0.0,1.5,3.0,8.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,study
286,pc/laptop,3.5,4.0,1.0,22.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,16.0,13.0,0.0,2.0,6.0,35.0,2.0,4.0,0.0,0.0,3.0,7.5,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,study
